income,loan_amount,credit_score,employment_years,default
60698.83861063369,25886.264106840514,387.69428591410264,18,0
24399.76820829037,7713.392061089737,617.3499591181348,10,0
125377.11091401125,17373.45126741207,655.13650166567,11,0
36757.65700461286,15287.94761132503,589.0885786360225,6,1
113836.56583737074,44936.54981650776,320.03469188193753,7,0
30700.988777352737,34134.714528754994,331.7503773412827,16,1
68790.01946370397,30216.93196469338,362.337651574817,2,0
28193.38907809997,27799.21587554173,384.50519274358646,5,0
87887.7783516042,34255.08623936595,844.4354375731333,11,0
104907.65046160476,38969.39960497061,489.4722592747173,14,0
42286.30835316448,29947.311762417947,460.5853555027074,6,0
68311.59039699228,47222.843681867475,328.74664961532596,5,0
140931.13383559696,48957.537679267305,649.4262148770781,11,0
77510.58522396938,49790.40424739703,658.7049318222043,11,0
124330.66396695237,35122.59995398901,396.4967792682656,3,0
140534.0168578272,46967.921004014526,805.5828475085373,8,0
146664.95724704725,23201.58628885796,740.2714506273201,16,0
136781.862559878,43681.657606132336,426.67562424412944,1,0
61262.692790665984,45912.843443285645,567.2173520040956,4,0
145134.4752009551,45686.3212549524,552.1149709093675,9,0
125611.3814269861,42388.08273087717,491.68624438827646,5,0
128832.8258731334,23296.96227385627,749.6990920540873,5,0
21972.48794233852,12150.836689133044,360.09546709163305,4,0
144051.05223137815,20028.036035500067,528.422831905286,7,0
121151.72910033629,39527.98561841418,535.4171218020693,2,0
119835.774546027,15479.848009848887,557.7990825377988,13,0
30598.215020716212,26522.242917168758,773.7424951042458,4,0
50233.91033953306,30442.97830931024,419.9917786108257,14,1
145094.0164679269,32173.635309704387,356.60774543175,8,0
85088.01972471192,47107.649677045934,639.7946545516095,14,0
71721.5423708433,34767.18591864429,395.60896123792594,18,0
129192.30622909879,40383.4467234786,341.2126472200409,15,0
31354.253834812764,31184.525655123503,534.6570713140794,7,0
74202.46211523771,42511.114348788346,420.8055369719775,14,0
68841.10067487086,16864.862588139327,498.669140377391,10,0
65480.68031395106,14444.495225095516,442.8410940563516,3,0
59999.99167489951,46684.40219410864,350.9500544978787,9,1
47309.744382710145,36206.63943608203,608.1909616083109,9,0
42478.404388767885,35218.65096761995,314.86012992171715,1,1
103252.79519955763,26028.285738280247,831.5064413969197,7,0
139521.32935712818,21951.376668207973,487.73178695423144,7,0
86150.71388248459,30006.103751538747,682.3366307693921,8,0
58736.691805063754,10425.48572397502,745.6995799010974,1,0
40690.82570388942,25462.065248739847,453.5076375467553,13,0
127918.63745683726,25491.54670094664,711.8062900105375,19,0
146293.9673415178,29225.143082491933,757.8314704835902,1,0
65390.20219082074,33560.8526465241,432.7244785963874,3,0
57823.55532177676,48079.32646934129,845.87207229284,2,0
98194.08388674237,34347.610719129065,311.37877556314913,13,0
120792.76752394534,44767.631837903515,419.3502641295476,15,0
79202.36446145637,30033.67376611237,729.011415952346,14,0
101909.5094819234,33211.75471823704,406.7720637806641,6,0
113151.37884302794,8142.662889930632,684.0429248184136,17,0
144876.9974213033,10996.867529798701,770.541722740597,19,0
41454.852967610845,31085.16958388928,827.5678499488431,5,0
149659.72419729803,22807.079148111316,560.8361334701483,15,0
70980.36518135974,40946.47339394758,834.1100176401645,10,0
114016.01855445199,29443.00436933792,526.3922631749233,1,0
94413.86913648964,44703.096752810205,419.9704218209122,1,0
83266.9202111492,48754.925530803106,582.6570191965989,13,0
110749.79793510624,11643.583330466825,657.4027843713209,8,0
71448.00052906736,22767.248824503196,551.8798238274691,11,0
36394.29757378483,34924.14613571139,611.8348441817354,2,0
83556.13980576117,18746.993993015734,529.0250532499538,4,0
87849.06318870142,17016.45519746728,588.6190747116874,8,0
46247.2799419921,41618.23522829765,823.9276195706088,2,0
141630.51632272542,49117.03110764343,574.9071338949826,17,0
49571.834064017865,39821.14990613666,439.24879804509317,1,1
73199.5872309327,28565.44802618511,717.3106418319139,3,0
40140.859289814034,24913.005437539163,485.67145177985213,12,0
89653.56400430274,29284.14742386642,748.9139439517648,16,0
59992.889053011655,25827.786598448114,331.26309394113684,8,0
83605.42759689092,27629.96255535506,482.69788740978026,18,0
49200.19913956625,14155.387273815246,351.8979495433517,13,0
26990.76663333305,45668.387718919745,346.9248033352073,12,1
121299.46464069319,38954.07506854706,662.1142575448405,4,0
103341.21691475558,35643.984021194905,511.9341407444841,17,0
64296.11624243167,47746.62369385129,779.3134180918119,14,0
26174.24920870189,17797.74493607771,584.022825830441,10,0
132524.75815062574,8652.17349021264,462.4387716447555,18,0
42073.35064163832,42176.23971598993,696.4888883792071,4,0
140996.48837658565,49928.76336421647,643.2092353721348,6,0
82217.3992174746,31029.459710908974,739.7770414560619,1,0
64250.27228810289,7646.422456070684,653.9735519880367,18,0
116428.7319958253,40121.06180697236,391.8573794044062,15,0
133989.12278977415,8318.70719806287,668.6705207168864,2,0
68192.7632739424,29300.629381667655,515.3520586886957,9,0
72954.68778212434,17488.961339473717,554.7286666416625,11,0
76310.56851513564,46176.20512665779,806.8605166555396,1,0
139901.99799222697,25309.904596676824,497.98022546376086,7,0
110033.31889686325,45430.8506815349,636.5775286449614,8,0
52193.99521593522,18458.64883645554,499.9149533767318,19,0
44049.96067525732,22431.316271960804,352.1001169467855,11,0
49947.79624522609,47620.363471118624,549.4389381265653,4,0
54263.305594117264,14059.150291923592,628.3838274528085,12,0
49923.8538734202,31032.551824301532,524.1268106206793,4,0
105605.8381350115,22482.96478520501,514.8664015730014,14,0
35071.356385475825,39837.50982809273,751.2081826419183,4,0
70356.6036620349,10818.336702711083,316.3268447592086,4,0
101256.96448614764,24674.673605210082,462.571968207066,3,0
57811.79661258101,36451.96820803684,746.4664959574663,15,0
28485.670011215545,23315.73057527719,806.2915817361401,17,0
30637.109969975878,7633.9282673919515,526.7647722124556,9,0
36375.68091960922,36730.05176009047,788.836833757842,19,0
128659.59323286018,27643.92474582424,409.411567168768,2,1
105522.25572864607,5508.890900604524,421.78488732309495,9,0
28387.91344269382,32569.515285276786,765.4052571216419,12,0
70838.95428968458,46394.64601379539,796.79175773734,2,0
56216.07247011853,9996.167669526003,422.54317237946714,3,0
95145.21451174402,31580.205575412605,332.6283044827361,12,0
87964.77345740075,37790.099679318366,349.67827538040825,13,0
82546.12303806294,8184.815156313745,443.7594594569998,3,1
60886.60814843971,6017.695617388384,718.7969924307372,11,0
37913.97036571879,25888.813999022626,580.4955052879556,15,0
116508.92977344294,40603.40092554637,550.5738632335233,9,0
134381.37994954508,12232.373454469775,621.2769621413005,19,0
142739.61820026627,42648.67724967153,789.6227124042024,16,0
27620.46617976546,34545.976494061826,349.7367087611117,6,1
116188.13250655479,19947.797950481854,682.0982702001197,3,0
114445.44972290512,28212.160932160226,809.7349651104728,11,0
143124.2498389266,48450.87408770323,417.34252296712,9,0
52878.89728470951,14739.663678455247,760.7747737790089,1,0
116483.27497837033,27479.09289848181,683.9135909177262,13,0
27101.417539642993,33101.89502484293,307.9576948402296,7,1
102061.94369901049,11210.65724640498,427.3864241991705,9,0
65610.21712678336,6958.493988048934,633.2146184927344,5,0
119958.22714117177,5605.697881916208,576.3201867201665,1,0
132229.55723660113,19611.17854700073,590.3649388897763,13,0
67426.7354882771,8327.628251818942,427.5617335337525,10,0
88326.19205090907,41169.647864350154,671.2519088897446,1,0
35262.528107267986,49879.37872227857,446.53010401522727,3,1
74197.90547905196,7758.671978050881,514.1892315631496,5,0
66904.051123692,24472.68241700478,502.9037537340419,3,0
43806.0497719873,6157.945534215864,669.6137621659442,4,0
136282.22121968085,11029.590084076845,349.63901892576956,5,0
39251.41894522083,19531.515240980334,413.04804557210184,8,0
102646.11647892433,22716.419587594242,410.2733888767873,15,1
135718.54365238542,47290.232589288804,359.63357076364053,10,0
138555.91538221933,22812.656394060316,414.17723836005246,10,0
123121.16097927389,27332.494657583098,633.8831473578449,9,0
42898.34740364296,16051.251572323989,702.6924939808034,0,1
126266.08319780306,5005.631244045897,663.1668958330174,16,0
55953.4256140312,45470.05055299108,561.3534758894853,7,0
139911.74356622616,8677.164066633717,328.839014102835,15,0
112181.26858510045,48391.19784663031,827.4538558777263,5,0
122084.78293115525,10887.984684511712,392.44205346062057,13,0
31054.21895525184,32219.531633769813,667.6317537231189,1,0
95759.46474766078,49973.47645354866,802.0898385151611,8,0
126748.47649682834,11230.906823135414,683.7774027895437,3,0
132006.7458604249,24077.43882229209,419.9273021039226,18,0
23722.1216153734,40119.06510371644,473.6879643202127,16,1
142090.70023216552,6448.556743248571,316.61322685610236,0,0
25634.035329322363,36040.223801302,637.0170324631624,1,0
99887.42835773047,8616.800205085976,637.1461394848616,16,0
110140.37858999058,15643.406402295186,699.0253197570087,1,0
33954.88785182827,12203.42731220122,306.04795910159174,2,0
26241.54252919505,45830.13942411213,749.8127088534566,3,0
122038.5800785948,13120.552255175638,706.2910265701695,12,0
70007.18122366641,6819.534298182074,377.48763523824886,11,0
33924.62699096608,31443.155530149295,491.1946350979382,4,1
119146.81613039346,20578.14164343659,651.1886910973192,13,0
130391.19911867067,23256.779928861488,572.6882812171802,5,0
96360.20479864496,10357.823518814614,363.30184514569436,0,0
40960.785096503925,38670.55211449375,348.0399563251244,15,1
21978.921293893804,32069.91423395831,729.8009645094503,5,0
111104.3225692527,21389.7670136726,385.78191490979543,12,0
91518.15772729118,12720.872469341119,394.65097066174394,12,0
104603.62842361034,31705.328262675215,757.0077189462168,10,0
125714.00712594745,40036.87757783198,636.6767990097694,15,0
76449.61100908637,19057.87777402377,632.5935844846848,13,0
36187.010948370655,6163.71725923687,563.640174249837,10,0
142197.82710080745,14645.47931388428,612.94725792126,4,0
90884.07654209145,35707.90185017732,630.9733297044961,9,0
99988.23548151023,49509.336985561524,832.3044291639692,14,0
141343.48584172764,5601.930773394944,422.6353191071686,6,0
141105.8753203342,18776.910295944534,418.0093308352525,2,0
94372.29887466256,7790.939170197749,331.47016823792364,10,0
58689.485213785396,19235.717949336446,662.0093393451273,8,0
149624.77242165612,23266.145440733955,601.973199452244,9,0
108506.22169395967,46438.79413758148,361.1815621156519,3,0
73096.76799596736,8625.235973224044,500.496414315003,19,0
92778.78437096666,39971.03238795965,398.2647629321621,17,0
74058.42653484386,22799.047822833352,482.31495722047384,13,0
135479.66979856417,41506.82823501175,823.1952931670355,8,0
82724.918732547,28103.09833965296,675.8253613842909,19,0
127058.68887756213,6767.691747953454,304.1630054373281,15,0
129222.91871699052,47579.26481216775,438.879440581268,1,0
127163.2039055823,8723.032854553483,305.69885089277847,6,0
113884.51962183768,31895.757614019025,693.1776743227745,4,0
131134.10318498564,44495.04933200821,558.1819911305131,16,0
70339.845350986,8589.640898758724,846.7102804979141,10,0
34906.21679845484,29925.20247872058,703.4707935624621,3,1
129519.04656842689,42093.04439860035,584.852118489335,16,0
84761.89403935488,49384.61188906081,742.5879855144743,4,0
36558.884228620635,37594.73303663096,687.6420081787419,3,1
34990.62788366103,17525.046895848216,434.07689769979294,9,0
40701.511221286055,36480.66484304343,591.6420511551341,2,0
117626.52375672376,36759.50461884377,605.799298658739,5,0
112411.36755061655,36498.47054470779,548.1774342342919,7,0
46496.42842403482,43441.719669189755,398.5559425704491,4,1
130100.04435427338,8932.102813377092,422.85297841183785,7,0
56568.32341867183,9878.893043694501,454.57607052577885,9,0
123088.12583094317,33827.77059015012,305.64033215799003,18,0
83544.76800554246,47924.64932441845,804.3191406932301,3,0
115101.32873001359,25962.738751366065,677.3527953709133,5,0
69580.39619956356,48225.32157315538,679.289523681459,2,0
65128.27762232088,47213.83667822693,614.7818375950167,3,0
129376.74786471321,45630.938220544376,679.1209444885826,3,0
24589.293086829057,45943.29386888384,840.0244024305,4,0
146715.80314347596,45424.345699759375,511.8381856989713,14,0
104263.34257449854,41895.0222592632,691.8890727821101,15,0
76222.84046592747,36274.05313723987,497.7409524076405,5,0
101647.08904955527,6098.368036667371,769.8588393107543,17,0
35956.32303966777,10951.411647022362,771.9157337895192,11,0
86826.81918816119,11040.44245391602,796.2465339829167,19,0
148062.4180341737,6059.312792581544,303.00482833303306,6,0
50585.02692007189,10251.579579063651,464.0052947478522,11,0
113896.15287472542,46388.589510519785,373.65839316087784,13,0
76546.27885812108,34871.192910985366,549.6924088395863,12,0
104819.55930343397,19043.285823294013,572.4973034736138,10,0
46635.33972993081,40701.200550650596,440.74722355631053,10,1
81160.4477402883,26976.62691296829,697.8955706247887,1,0
147412.05280170578,11395.716661214447,448.37334445393316,13,0
45387.329632081244,44802.59365519217,769.6402564058471,14,0
102737.85362033843,20239.787580641263,397.7126524779828,0,0
94827.7073396834,36448.66537384524,501.979412120906,11,0
93456.70621775243,18076.737222482334,642.2307671333679,13,0
99966.02765471023,27503.206280321,632.9342887547893,17,0
85290.93657946965,41731.37201886869,342.9160116028289,2,0
22200.99753349554,12054.980589096547,765.4422367050215,11,0
137012.58549020533,48976.31278576753,628.9357133863764,4,0
127507.24757292401,8159.716528732679,778.4227517889426,2,0
42641.798519745775,29030.400938322684,777.1995680253276,6,0
73725.51305925297,46221.14837083766,600.2552797062671,15,0
120171.36749016383,47556.22481971364,800.9298015212908,19,0
147408.10100034697,15444.90332958992,766.6242893474008,16,0
143647.81603743223,11479.324154666388,826.967619508974,7,0
136916.69595790264,37598.135014305095,767.7741192076735,14,0
40588.606648888155,6888.81057243067,751.6621180506322,19,0
138881.76378117062,26835.753606364142,558.1482643723014,14,1
134197.83868364032,40835.985205693185,416.6170832078603,7,0
69003.48845163063,30211.462603257525,800.8898031915173,10,0
71287.93728971406,13460.596959830225,697.4020525453416,9,0
79788.1598541709,26916.993476148346,454.9613253091861,17,0
105302.8320256342,46457.36224020018,487.54764751560333,8,0
53908.63007779205,32774.584011992454,677.3431815214713,15,0
22983.295827192807,37467.07824060589,562.799519594519,0,0
38359.8381976415,20131.874584813173,344.81540901550255,5,0
77215.06798498057,13481.769882542798,377.79637016011134,1,0
56660.334025406235,16503.900345482165,710.1067759317712,12,0
119387.15293469714,28992.99171921327,480.713240665007,5,0
33869.70917140528,17609.906912481667,579.2071856211215,8,0
139270.4793221245,29388.41543417455,721.6418130394392,13,0
136392.53339270846,36850.63673192796,713.1465765383289,6,1
138138.38620132746,38047.814427663565,391.8582647880006,4,0
116149.29981843247,12410.822284749203,354.1166254194694,6,0
33909.99629286791,38769.38819752384,625.1337611307995,2,0
76957.88427804368,35270.96628165616,707.8980806621818,12,0
37082.69833471029,5540.2310015918,381.9719570974757,11,0
148400.89505894075,7649.247879038789,504.57540803000114,5,0
63294.995041827526,34081.22758371712,778.6528977822024,1,0
96092.97044570807,22266.675480366936,819.3227278581766,14,0
121321.09705174883,11574.679980904966,549.7383685223264,14,0
139680.0909493339,6997.845162633496,343.73376371695815,17,0
118221.2043593768,12172.92533025939,441.73305091130754,16,0
107685.49123961088,48088.12839447275,428.13345617354315,2,0
80577.63166495967,37740.45387069364,431.4300462975813,2,0
98702.01738756812,28746.743942043224,571.6349379585874,8,0
32241.295150867874,47369.32250245663,620.7741084303641,9,0
134909.9304549641,32859.969695672175,367.3802737739644,11,0
90691.0501491851,37654.03347263003,789.1458035905839,0,0
25217.55655654255,17719.33183276424,640.9856028046131,3,0
139587.27633578668,31504.182961513812,628.4884516474029,4,0
83609.25659879293,11456.475993402812,843.0034491113563,16,0
132916.58840293024,23201.741533899894,645.4791876212189,4,0
131395.4340466964,6495.814624397455,810.9275321156517,3,0
126047.70636942492,14748.263941220623,457.4413347978855,14,0
27982.39250839629,8369.088324020362,432.0712196905737,9,0
52118.66390514716,22450.04687782541,584.0852777534492,4,0
133821.223420506,42936.58240873206,579.7349212001664,13,0
136868.8372867722,22007.03478552739,424.56600721614325,12,0
79548.95210794479,42423.78316975895,684.8106112949713,18,0
77205.39079504629,34542.424066049934,316.2986005801813,7,0
42768.28240519947,27928.82509838725,679.846759902199,11,0
145893.40252984967,15660.126196759873,551.447837367815,19,0
47708.00179667561,46497.02417798685,678.9541309647934,18,0
44821.781965599526,7439.0363978914975,562.3943468528355,18,0
105894.76611939266,36001.085796446685,837.5335805865823,5,0
51569.7593900582,32955.7951764216,484.0767231067148,7,1
142040.30943187067,24846.868501543708,840.4151153513135,9,0
21417.909391313326,15814.44298816724,335.73566836343645,16,0
20747.92410202917,24381.317158037007,676.0684261166562,0,0
85633.98418662795,44274.77264990393,549.8205637317017,18,0
83448.11978875136,42654.47496147294,752.1756940413352,11,0
41237.32284711836,47362.15624896631,734.288838344349,1,0
84287.54318613699,18850.69429813616,740.1156005817655,16,0
73515.94367209823,22419.68712659928,352.10622961638586,6,0
135742.83829450794,5842.67686969385,752.3011349237121,13,0
21203.00962820525,47432.749762400366,417.7220865940685,13,0
146915.0746542838,19822.5541317771,314.12414512246914,11,0
101171.05935845952,23187.371968984695,419.75629582642625,15,0
39739.64793388583,45851.20751513275,563.606807584908,17,0
26078.80179545161,28696.929357506593,708.1612479512876,7,0
89953.73561270014,30477.854378996508,420.24786445806956,1,0
50535.72157633661,12930.477716791258,362.15415144964925,10,1
59151.5198101637,27439.70093683945,655.2819902631683,0,0
51867.18142848677,46319.38704089484,841.1439199980097,9,0
104522.4007644264,30142.31396485667,630.4786661470899,17,0
91958.76507509737,16480.23640878911,680.081550267882,15,0
30136.675057835495,6403.138886064327,608.642094060531,1,0
88448.4493127728,20133.57980543306,730.2916443256772,16,0
122854.669523229,30766.59113290061,836.6924311151946,15,0
30555.29680664216,6917.597976687355,599.2710761723017,18,0
135666.0669099546,32440.665978102028,529.2347814584992,4,0
95179.86442820479,28553.622220315076,773.1886836380695,5,0
143581.18100514117,40254.59611249569,833.3505890679945,16,0
39258.35830390883,6299.967752238283,371.04990247826237,15,0
149163.44991593098,40138.130516843186,617.9940310106329,15,0
103755.47257605799,28439.46705911481,735.8529959002985,6,0
93774.24593253816,21673.819975087015,593.3366728360149,15,0
86986.3511345711,48442.23393614708,525.0583325061218,8,0
23075.068502780658,12205.379625622387,660.3764016244813,5,0
142153.09490144515,29359.630359099792,448.5704519823415,15,1
103719.28147104578,19444.16631166153,492.0235586161032,8,0
31911.44298490786,28736.88704579011,845.7521623847396,3,0
22723.782138288236,29852.395366118544,650.0559339059724,5,1
26601.873100777673,9025.17117911806,780.110014071091,13,0
99221.44924619129,34751.08161132574,744.2726821704289,2,0
99822.00393629608,33551.66731635553,658.7499049167133,16,0
84956.74793158734,39626.02735855088,762.4009953523253,10,0
59879.556684883704,9079.632214662695,457.93717248846406,7,0
